original_question,pii,substitutes,original_answer
"Christine makes money by commission rate. She gets a 12% commission on all items she sells. This month, she sold $24000 worth of items. Sixty percent of all her earning will be allocated to her personal needs and the rest will be saved.  How much did she save this month?",Christine,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"This month, Christine earned a commission of 12/100 x $24000 = $<<12/100*24000=2880>>2880.
She allocated 60/100 x $2880 = $<<60/100*2880=1728>>1728 on her personal needs.
Therefore, she saved $2880 - $1728 = $<<2880-1728=1152>>1152 this month.
#### 1152"
"Maria goes to the coffee shop 2 times a day. Every time she goes to the coffee shop, she orders 3 cups of coffee. How many cups of coffee does she order per day?",Maria,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Maria goes to the coffee shop twice a day.
If she orders 3 cups of coffee each time she goes to the coffee shop, it means she orders 2 * 3 = <<3*2=6>>6 cups of coffee a day.
#### 6"
"Grandma Molly created statues of turtles for her front lawn.  The first year, she created 4 statues and placed them on her lawn.  The second year, she quadrupled the number of statues on her front lawn.  In the third year, she added another 12 statues to the front lawn, but a hail storm broke 3 of the statues, which she threw away.  In the fourth year, she added twice as many new statues as had been broken the year before.  At the end of the four years, how many turtle statues were on her front lawn?",Molly,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The second year, she quadrupled the number of statues in her front lawn, adding to the original 4 and bringing the total number to 4*4=<<4*4=16>>16 statues.
In the third year, she added another 12 statues, bringing the total number to 16+12=28 statues.
But a hail storm broke 3, reducing the number to 28-3=<<28-3=25>>25 statues.
In the fourth year, she added twice as many new statues as had been broken the year before, adding 2*3=<<2*3=6>>6 statues.
Thus, the addition of these 6 statues brought the total number of statues to 25+6=<<25+6=31>>31 statues.
#### 31"
"Selina is selling some of her old clothes to a second-hand store. They will buy her pants for $5 each, her shorts for $3 each, and her shirts for $4 each. She sells 3 pairs of pants, 5 pairs of shorts, and some shirts. After she gets her money, she sees 2 shirts that she likes which cost $10 each and buys them. She leaves the store with $30. How many shirts did she sell to the store?",Selina,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The shirts she bought cost her $20 because 2 x 10 = <<2*10=20>>20
She earned $50 selling her clothes because 20 + 30 = <<20+30=50>>50
She made $15 off pants because 3 x 5 = <<3*5=15>>15
She made 15 dollars from shorts because 3 x 5 = <<3*5=15>>15
She made $20 off shirts because 50 - 15 - 15 = <<50-15-15=20>>20
She sold 5 shirts because 20 / 4 = <<20/4=5>>5
#### 5"
"Guise went to a restaurant and ate ten hot dogs on a Monday. That week, he ate two more dogs each day than the previous day. How many hot dogs had Guise eaten by Wednesday that week?",Guise,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Since Guise was eating 2 more hot dogs each day than the previous day and ate 10 hot dogs on Monday, he ate 10+2 = <<10+2=12>>12 hot dogs on Tuesday.
By Tuesday Guise had eaten 12+10 = <<12+10=22>>22 hot dogs.
On Wednesday, after eating two more hot dogs than the previous day, the total number of hot dogs he ate is 12+2 = <<12+2=14>>14
In the three days, Guise ate 14+22 = <<14+22=36>>36 hotdogs.
#### 36"
"Ms. Estrella is an entrepreneur with a startup company having 10 employees. The company makes a revenue of $400000 a month, paying 10% in taxes, 5% of the remaining amount on marketing and ads, 20% of the remaining amount on operational costs, and 15% of the remaining amount on employee wages.  Assuming each employee receives the same wage, calculate the amount of money each employee is paid monthly.",Estrella,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The company pays a total of 10/100*$400000 = $<<10/100*400000=40000>>40000 on taxes
After taxes, the company revenue is $400000-$40000 = $<<400000-40000=360000>>360,000
The costs of marketing and ads campaign are 5/100*$360000 = $<<5/100*360000=18000>>18000
After deducting the costs of marketing and adds campaign, the company remains with = $342,000 in revenue
Operational costs for the company are 20/100*$342000 = $<<20/100*342000=68400>>68400
After taking out the operational costs, the company remains with $342000-$68400 = $273600
The company also pays employee wages of 15/100*$273600 =$<<15/100*273600=41040>>41040
If the total number of employees is 10, each employee is paid a salary of $41040/10 = $4104 per month
#### 4104"
"Emily spent X dollars on Friday, twice that amount on Saturday, and then three times X on Sunday. Over the three days, she spent $120. What is the value of X, in dollars?",Emily,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"She spent X dollars on Friday.
She spent 2X dollars on Saturday.
She spent 3X dollars on Sunday.
X+2X+3X=120
6X=120
X=<<20=20>>20
#### 20"
"Kathleen receives a weekly allowance for completing all of her chores. During middle school, her allowance was $2 more than $8 but during her senior year,  her allowance was $5 more than twice her middle school allowance. What is the percentage increase in Kathleen's weekly allowance?",Kathleen,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Kathleen's allowance in middle school was $8 + $2 = $<<8+2=10>>10.
Twice her middle school allowance is $10 x 2 = $<<10*2=20>>20.
So, Kathleen's senior year allowance is $20 + $5 = $<<20+5=25>>25.
Her allowance increased by $25 - $10 = $<<25-10=15>>15.
Kathleen's percent increase in her weekly allowance is $15/$10 x 100% = <<15/10*100=150>>150%.
#### 150"
"Tony puts $1,000 in a savings account for 1 year. It earns 20% interest. He then takes out half the money to buy a new TV. The next year, the remaining money earns 15% interest. How much is now in the account?",Tony,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"After one year he earns $200 in interest because 1,000 x .2 = <<1000*.2=200>>200
After one year it has $1,200 in the account because 1,000 + 200 = <<1000+200=1200>>1,200
He takes out $600 because 1,200 / 2 = <<1200/2=600>>600
After this it has $600 in it because 1,200 - 600 = <<1200-600=600>>600
She earns $90 in interest because 600 x .15 = <<600*.15=90>>90
The account now has $690 because 600 + 90 = <<600+90=690>>690
#### 690"
Madison makes 30 paper boats and sets them afloat. 20% are eaten by fish and Madison shoots two of the others with flaming arrows. How many boats are left?,Madison,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"First find the number of boats eaten by fish: 30 boats * 20% = <<30*20*.01=6>>6 boats
Then subtract the two groups of boats that were destroyed from the original number to find the number left: 30 boats - 6 boats - 2 boats = <<30-6-2=22>>22 boats
#### 22"
"Charles can earn $15 per hour when he housesits and $22 per hour when he walks a dog. If he housesits for 10 hours and walks 3 dogs, how many dollars will Charles earn?",Charles,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Housesitting = 15 * 10 = <<15*10=150>>150
Dog walking = 22 * 3 = <<22*3=66>>66
Total earned is 150 + 66 = $<<150+66=216>>216
#### 216"
"Every Monday to Friday morning, Alice walks 10 miles through a large grass field to get to school. To avoid the hot afternoon sun on her way home, she walks 12 miles through a forest. When she gets home on Friday, how many miles will she have walked that week?",Alice,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"On Monday the total number of miles Alice walks to and from school is 10 + 12 = <<10+12=22>>22 miles.
For the other 4 days, from Tuesday to Friday, she walks an additional 4 * 22 = <<4*22=88>>88 miles
The total number of miles she will have walked by Friday 22 + 88 = <<22+88=110>>110 miles
#### 110"
"Val cuts a single watermelon into 40 slices, and each slice has 20 black seeds and 20 white seeds. What is the total number of seeds in a watermelon?",Val,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"40 slices per watermelon and each slice having 20 black seeds means each watermelon has 20*40=<<20*40=800>>800 black seeds.
40 slices per watermelon and each slice having 20 white seeds means each watermelon has 20*40=<<20*40=800>>800 white seeds.
In total, each watermelon has 800+800=<<800+800=1600>>1600 seeds.
What is the total number of seeds in a watermelon?
#### 1,600"
"Janeth bought 5 bags of round balloons with 20 balloons in each bag. She also bought 4 bags of long balloons with 30 balloons in each bag. While blowing up the balloons, 5 round balloons burst. How many balloons are left?",Janeth,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Janeth bought 5 x 20 = <<5*20=100>>100 round balloons.
She bought 4 x 30 = <<4*30=120>>120 long balloons.
So, she has a total of 100 + 120 = <<100+120=220>>220 balloons.
Since 5 round balloons burst, then there are only 220 - 5 = <<220-5=215>>215 balloons left.
#### 215"
"Kira wants some new music on her phone. She downloads 10 songs in the morning. Later on that day, she finds 15 more songs she likes so she downloads them, and at night a friend of hers recommends 3 more songs she also downloads. Knowing that each song has a size of 5 MB, how much memory space in MB will the new songs occupy?",Kira,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The total number of songs downloaded is 10 songs + 15 songs + 3 songs = <<10+15+3=28>>28 songs
The total size of the songs is 28 songs x 5MB/song = <<28*5=140>>140 MB
#### 140"
Elijah is painting his living room and decides to buy masking tape to make his painting neater. 2 of his walls are 4 meters wide and the other 2 walls are 6 meters wide. Elijah needs enough masking tape to cover the entire width of each wall and can order the exact amount of masking tape he needs. How many meters of masking tape does Elijah need to order?,Elijah,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"For 2 of the walls, Elijah will need 2 walls * 6 meters each = <<2*6=12>>12 meters of masking tape.
For the other 2 walls, he will need 2 walls * 4 meters each = <<2*4=8>>8 meters of masking tape.
He will therefore need a total of 12 + 8 = <<12+8=20>>20 meters of masking tape.
#### 20"
"Janet buys 3 pounds of broccoli for $4 a pound, 3 oranges for $0.75 each, a cabbage for $3.75, a pound of bacon for $3, and two pounds of chicken for $3 a pound. What percentage of her grocery budget did she spend on meat, rounded to the nearest percent?",Janet,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"First find the total cost of the broccoli: 3 pounds * $4/pound = $<<3*4=12>>12
Then find the total cost of the oranges: 3 oranges * $0.75/orange = $<<3*0.75=2.25>>2.25
Then find the total cost of the vegetables: $12 + $2.25 + $3.75 = $<<12+2.25+3.75=18>>18
Then find the total cost of the chicken: $3/pound * 2 pounds = $<<3*2=6>>6
Then add the cost of the bacon to find the total cost of the meat: $6 + $3 = $<<6+3=9>>9
Then add the cost of the meat and vegetables to find the total cost of the groceries: $9 + $18 = $<<9+18=27>>27
Then divide the cost of the meat by the total grocery bill and multiply by 100% to express the answer as a percentage: $9 / $27 * 100% = 33.333%, which rounds down to 33%
#### 33"
"Jacob is trying to eat less than 1800 calories a day. If he eats 400 calories for breakfast, 900 calories for lunch, and 1100 calories for dinner, how many more calories did he eat than he planned?",Jacob,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"First add up the calories from all three meals: 900 + 400 + 1100 = <<900+400+1100=2400>>2400
Then subtract Jacob's goal from the number of calories he actually ate: 2400 - 1800 = <<2400-1800=600>>600
#### 600"
"Yulia was able to net $44 in profit this week. Her lemonade stand made a gross revenue of $47 this week. She was also able to babysit and made $31. However, her lemonade stand is expensive to run because she needs to buy lemons, sugar, and sunscreen. How much did she spend to operate her lemonade stand, in dollars?",Yulia,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Yulia's total gross revenue was $47 + $31 = $<<47+31=78>>78.
To calculate her overhead we must subtract her total profit from her gross revenue which is $78 - $44 = $<<78-44=34>>34.
#### 34"
"Sally is saving up for a trip to Sea World. She already has $28 saved. It costs her $10 to park, $55 to get into the park and $25 for a meal pass. Sea World is 165 miles away and her car gets 30 miles per gallon of gas. If gas costs $3 a gallon, how much more will she have to save up?",Sally,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"She will be driving 330 miles for her trip because 2 x 165 = <<2*165=330>>330
They will need 11 gallons of gas because 330 / 30 =<<330/30=11>>11
The gas will cost $33 because 11 x 3 = <<11*3=33>>33
Her total cost is $123 because 10 + 55 + 25 + 33 = <<10+55+25+33=123>>123
She needs to save $95 more because 123 - 28 = <<123-28=95>>95
#### 95"
Tom got 40 oranges and 70 apples. If he sold 1/4 of the oranges and 1/2 of the apples. How many fruits were left in total?,Tom,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"There are 40 + 70 = <<40+70=110>>110 oranges and apples altogether .
He sold 40 x .25 = <<40*.25=10>>10 pieces of oranges.
He sold 70 x .50 = <<70*.50=35>>35 pieces of apples.
So, Tom was left with 110 - 10 - 35 = <<110-10-35=65>>65 pieces.
#### 65"
"Eighteen hours ago, Beth and I took 100 photographs of our project. Today, Beth and I will take 20% fewer photographs of the same project. If we were to take 300 photographs of the project, how many photographs would we take to reach the target?",Beth,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"If you took 100 photographs of the project 18 hours ago, and today 20% few photographs have been taken, then 20/100*100 = 20 fewer photographs of the project have been taken today.
The total number of photographs of the project that have been taken today is 100-20 = <<100-20=80>>80
So far, you've taken 80+100 = <<80+100=180>>180 photographs of the project.
Since the target number of photographs is 300, the number of photographs that you need to take to reach the target is 300-180 = <<300-180=120>>120
#### 120"
